,Unnamed: 0,form,var_name,description,var_type,source,type,subtype
695,817,"D1
Clinician Diagnosis",IMAGMICH,Microhemorrhage(s),Original UDS question,v3,x,imaging
696,819,"D1
Clinician Diagnosis",IMAGMWMH,"Moderate white-matter hyperintensity 
(CHS score 5-6)",Original UDS question,v3,x,imaging
697,820,"D1
Clinician Diagnosis",IMAGEWMH,"Extensive white-matter hyperintensity 
(CHS score 7-8)",Original UDS question,v3,x,imaging
698,821,"D1
Clinician Diagnosis",OTHMUT,"Does the subject have a hereditary 
mutation other than an AD or FTLD 
mutation?",Original UDS question,v3,x,genetics
699,823,"D1
Clinician Diagnosis",NACCALZD,"Presumptive etiologic diagnosis of the 
cognitive disorder — Alzheimer’s disease",NACC derived variable,v1-3,x,diagnosis
700,824,"D1
Clinician Diagnosis",NACCALZP,"Primary, contributing, or non-
contributing cause of observed cognitive 
impairment — Alzheimer’s disease (AD)",NACC derived variable,v1-3,x,diagnosis
701,825,"D1
Clinician Diagnosis",PROBAD,"Presumptive etiologic diagnosis of 
the cognitive disorder — Probable 
Alzheimer’s disease",Original UDS question,v1-2,x,diagnosis
702,826,"D1
Clinician Diagnosis",PROBADIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Probable Alzheimer’s 
disease",Original UDS question,v1-2,x,diagnosis
703,827,"D1
Clinician Diagnosis",POSSAD,"Presumptive etiologic diagnosis of 
the cognitive disorder — Possible 
Alzheimer’s disease",Original UDS question,v1-2,x,diagnosis
704,828,"D1
Clinician Diagnosis",POSSADIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Possible Alzheimer’s 
disease",Original UDS question,v1-2,x,diagnosis
705,829,"D1
Clinician Diagnosis",NACCLBDE,"Presumptive etiologic diagnosis of the 
cognitive disorder — Lewy body disease",NACC derived variable,v1-3,x,diagnosis
706,830,"D1
Clinician Diagnosis",NACCLBDP,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Lewy body disease (LBD)",NACC derived variable,v1-3,x,diagnosis
707,831,"D1
Clinician Diagnosis",PARK,Parkinson’s disease present,Original UDS question,v1-3,x,diagnosis
708,832,"D1
Clinician Diagnosis",MSA,"Presumptive etiologic diagnosis of the 
cognitive disorder — Multiple system 
atrophy (MSA)",Original UDS question,v3,x,diagnosis
709,833,"D1
Clinician Diagnosis",MSAIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Multiple system atrophy 
(MSA)",Original UDS question,v3,x,diagnosis
710,834,"D1
Clinician Diagnosis",PSP,"Presumptive etiologic diagnosis of 
the cognitive disorder — primary 
supranuclear palsy (PSP)",Original UDS question,v1-3,x,diagnosis
711,835,"D1
Clinician Diagnosis",PSPIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Primary supranuclear 
palsy (PSP)",Original UDS question,v1-3,x,diagnosis
712,836,"D1
Clinician Diagnosis",CORT,"Presumptive etiologic diagnosis of 
the cognitive disorder — Corticobasal 
degeneration (CBD)",Original UDS question,v1-3,x,diagnosis
713,838,"D1
Clinician Diagnosis",CORTIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Corticobasal degeneration 
(CBD)",Original UDS question,v1-3,x,diagnosis
714,839,"D1
Clinician Diagnosis",FTLDMO,"Presumptive etiologic diagnosis of the 
cognitive disorder — FTLD with motor 
neuron disease (MND)",Original UDS question,v3,x,diagnosis
715,840,"D1
Clinician Diagnosis",FTLDMOIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — FTLD with motor neuron 
disease (MND)",Original UDS question,v3,x,diagnosis
716,841,"D1
Clinician Diagnosis",FTLDNOS,"Presumptive etiologic diagnosis of the 
cognitive disorder — FTLD not otherwise 
specified (NOS)",Original UDS question,v3,x,diagnosis
717,842,"D1
Clinician Diagnosis",FTLDNOIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — FTLD not otherwise 
specified (NOS)",Original UDS question,v3,x,diagnosis
718,843,"D1
Clinician Diagnosis",FTD,"Presence of behavioral frontotemporal 
dementia (bvFTD)",Original UDS question,v1-2,x,diagnosis
719,844,"D1
Clinician Diagnosis",FTDIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — behavioral frontotemporal 
dementia (bvFTD)",Original UDS question,v1-2,x,diagnosis
720,845,"D1
Clinician Diagnosis",PPAPH,"Presumptive etiologic diagnosis of the 
cognitive disorder — Primary progressive 
aphasia (PPA)",Original UDS question,v1-2,x,diagnosis
721,846,"D1
Clinician Diagnosis",PPAPHIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — primary progressive 
aphasia (PPA)",Original UDS question,v1-2,x,diagnosis
722,847,"D1
Clinician Diagnosis",FTLDSUBT,FTLD subtype,Original UDS question,v3,x,diagnosis
723,849,"D1
Clinician Diagnosis",CVD,"Presumptive etiologic diagnosis of the 
cognitive disorder — Vascular brain 
injury (VBI)",Original UDS question,v3,x,diagnosis
724,850,"D1
Clinician Diagnosis",CVDIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — vascular brain injury",Original UDS question,v3,x,diagnosis
725,851,"D1
Clinician Diagnosis",PREVSTK,Previous symptomatic stroke,Original UDS question,v3,x,reported
726,852,"D1
Clinician Diagnosis",STROKDEC,"Temporal relationship between stroke 
and cognitive decline",Original UDS question,v3,x,reported
727,853,"D1
Clinician Diagnosis",STKIMAG,Confirmation of stroke by neuroimaging,Original UDS question,v3,x,imaging
728,854,"D1
Clinician Diagnosis",INFNETW,"Imaging evidence of cystic infarction in 
cognitive network(s)",Original UDS question,v3,x,imaging
729,855,"D1
Clinician Diagnosis",INFWMH,"Imaging evidence of cystic infarction, 
imaging evidence of extensive white 
matter hyperintensity (CHS grade 7-8+), 
and impairment in executive function",Original UDS question,v3,x,imaging
730,857,"D1
Clinician Diagnosis",VASC,"Presumptive etiologic diagnosis of the 
cognitive disorder — Probable vascular 
dementia (NINDS/AIREN criteria)",Original UDS question,v1-2,x,diagnosis
731,858,"D1
Clinician Diagnosis",VASCIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Probable vascular 
dementia (NINDS/AIREN criteria)",Original UDS question,v1-2,x,diagnosis
732,859,"D1
Clinician Diagnosis",VASCPS,"Presumptive etiologic diagnosis of the 
cognitive disorder — Possible vascular 
dementia (NINDS/AIREN criteria)",Original UDS question,v2,x,diagnosis
733,860,"D1
Clinician Diagnosis",VASCPSIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — possible vascular 
dementia (NINDS/AIREN criteria)",Original UDS question,v2,x,diagnosis
734,861,"D1
Clinician Diagnosis",STROKE,"Presumptive etiologic diagnosis of the 
cognitive disorder — Stroke",Original UDS question,v1-2,x,diagnosis
735,862,"D1
Clinician Diagnosis",STROKIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — stroke",Original UDS question,v1-2,x,diagnosis
736,863,"D1
Clinician Diagnosis",ESSTREM,"Presumptive etiologic diagnosis of the 
cognitive disorder — Essential tremor",Original UDS question,v3,x,diagnosis
737,864,"D1
Clinician Diagnosis",ESSTREIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Essential tremor",Original UDS question,v3,x,diagnosis
738,865,"D1
Clinician Diagnosis",DOWNS,"Presumptive etiologic diagnosis of the 
cognitive disorder — Down syndrome",Original UDS question,v1-3,x,diagnosis
739,866,"D1
Clinician Diagnosis",DOWNSIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Down syndrome",Original UDS question,v1-3,x,diagnosis
740,867,"D1
Clinician Diagnosis",HUNT,"Presumptive etiologic diagnosis of the 
cognitive disorder — Huntington’s 
disease",Original UDS question,v1-3,x,diagnosis
741,868,"D1
Clinician Diagnosis",HUNTIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Huntington’s disease",Original UDS question,v1-3,x,diagnosis
742,869,"D1
Clinician Diagnosis",PRION,"Presumptive etiologic diagnosis of the 
cognitive disorder — Prion disease (CJD, 
other)",Original UDS question,v1-3,x,diagnosis
743,870,"D1
Clinician Diagnosis",PRIONIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Prion disease (CJD, other)",Original UDS question,v1-3,x,diagnosis
744,871,"D1
Clinician Diagnosis",BRNINJ,"Presumptive etiologic diagnosis of the 
cognitive disorder — Traumatic brain 
injury (TBI)",Original UDS question,v1-3,x,diagnosis
745,872,"D1
Clinician Diagnosis",BRNINJIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Traumatic brain injury 
(TBI)",Original UDS question,v1-3,x,diagnosis
746,873,"D1
Clinician Diagnosis",BRNINCTE,"Symptoms consistent with chronic 
traumatic encephalopathy (CTE)",Original UDS question,v3,x,diagnosis
747,875,"D1
Clinician Diagnosis",HYCEPH,"Presumptive etiologic diagnosis of the 
cognitive disorder — Normal-pressure 
hydrocephalus (NPH)",Original UDS question,v1-3,x,diagnosis
748,876,"D1
Clinician Diagnosis",HYCEPHIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Normal-pressure 
hydrocephalus (NPH)",Original UDS question,v1-3,x,diagnosis
749,877,"D1
Clinician Diagnosis",EPILEP,"Presumptive etiologic diagnosis of the 
cognitive disorder — Epilepsy",Original UDS question,v3,x,diagnosis
750,878,"D1
Clinician Diagnosis",EPILEPIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Epilepsy",Original UDS question,v3,x,diagnosis
751,879,"D1
Clinician Diagnosis",NEOP,"Presumptive etiologic diagnosis of the 
cognitive disorder — CNS neoplasm",Original UDS question,v1-3,x,diagnosis
752,880,"D1
Clinician Diagnosis",NEOPIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — CNS neoplasm",Original UDS question,v1-3,x,diagnosis
753,881,"D1
Clinician Diagnosis",NEOPSTAT,CNS neoplasm — benign or malignant,Original UDS question,v3,x,reported
754,882,"D1
Clinician Diagnosis",HIV,"Presumptive etiologic diagnosis of 
the cognitive disorder — Human 
immunodeficiency virus (HIV)",Original UDS question,v3,x,diagnosis
755,883,"D1
Clinician Diagnosis",HIVIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — HIV",Original UDS question,v3,x,diagnosis
756,884,"D1
Clinician Diagnosis",OTHCOG,"Presumptive etiologic diagnosis of the 
cognitive disorder — Other neurological, 
genetic, or infectious condition",Original UDS question,v3,x,diagnosis
757,885,"D1
Clinician Diagnosis",OTHCOGIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other neurological, 
genetic, or infectious condition",Original UDS question,v3,x,diagnosis
758,887,"D1
Clinician Diagnosis",DEP,"Presumptive etiologic diagnosis of the 
cognitive disorder — Depression",Original UDS question,v1-3,x,diagnosis
759,888,"D1
Clinician Diagnosis",DEPIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Depression",Original UDS question,v1-3,x,diagnosis
760,889,"D1
Clinician Diagnosis",DEPTREAT,Depression — Treated or untreated,Original UDS question,v3,x,reported
761,890,"D1
Clinician Diagnosis",BIPOLDX,"Presumptive etiologic diagnosis of the 
cognitive disorder — Bipolar disorder",Original UDS question,v3,x,diagnosis
762,891,"D1
Clinician Diagnosis",BIPOLDIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — bipolar disorder",Original UDS question,v3,x,diagnosis
763,892,"D1
Clinician Diagnosis",SCHIZOP,"Presumptive etiologic diagnosis of the 
cognitive disorder — Schizophrenia or 
other psychosis",Original UDS question,v3,x,diagnosis
764,894,"D1
Clinician Diagnosis",SCHIZOIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Schizophrenia or other 
psychosis",Original UDS question,v3,x,diagnosis
765,895,"D1
Clinician Diagnosis",ANXIET,"Presumptive etiologic diagnosis of the 
cognitive disorder — Anxiety",Original UDS question,v3,x,diagnosis
766,896,"D1
Clinician Diagnosis",ANXIETIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Anxiety",Original UDS question,v3,x,diagnosis
767,897,"D1
Clinician Diagnosis",DELIR,"Presumptive etiologic diagnosis of the 
cognitive disorder — Delirium",Original UDS question,v3,x,diagnosis
768,898,"D1
Clinician Diagnosis",DELIRIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Delirium",Original UDS question,v3,x,diagnosis
769,899,"D1
Clinician Diagnosis",PTSDDX,"Presumptive etiologic diagnosis of the 
cognitive disorder — Post-traumatic 
stress disorder (PTSD)",Original UDS question,v3,x,diagnosis
770,900,"D1
Clinician Diagnosis",PTSDDXIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — PTSD",Original UDS question,v3,x,diagnosis
771,901,"D1
Clinician Diagnosis",OTHPSY,"Presumptive etiologic diagnosis of the 
cognitive disorder — Other psychiatric 
disease",Original UDS question,v1-3,x,diagnosis
772,902,"D1
Clinician Diagnosis",OTHPSYIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other psychiatric disease",Original UDS question,v1-3,x,diagnosis
773,904,"D1
Clinician Diagnosis",ALCDEM,"Presumptive etiologic diagnosis of 
the cognitive disorder — Cognitive 
impairment due to alcohol abuse",Original UDS question,v1-3,x,diagnosis
774,905,"D1
Clinician Diagnosis",ALCDEMIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Alcohol abuse",Original UDS question,v1-3,x,diagnosis
775,906,"D1
Clinician Diagnosis",ALCABUSE,Current alcohol abuse,Original UDS question,v3,x,reported
776,907,"D1
Clinician Diagnosis",IMPSUB,"Presumptive etiologic diagnosis of 
the cognitive disorder — Cognitive 
impairment due to other substance 
abuse",Original UDS question,v3,x,diagnosis
777,908,"D1
Clinician Diagnosis",IMPSUBIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other substance abuse",Original UDS question,v3,x,diagnosis
778,909,"D1
Clinician Diagnosis",DYSILL,"Presumptive etiologic diagnosis of 
the cognitive disorder — Cognitive 
impairment due to systemic disease/
medical illness",Original UDS question,v1-3,x,diagnosis
779,910,"D1
Clinician Diagnosis",DYSILLIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — systemic disease/medical 
illness",Original UDS question,v1-3,x,diagnosis
780,912,"D1
Clinician Diagnosis",MEDS,"Presumptive etiologic diagnosis of 
the cognitive disorder — Cognitive 
impairment due to medications",Original UDS question,v1-3,x,diagnosis
781,913,"D1
Clinician Diagnosis",MEDSIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — medications",Original UDS question,v1-3,x,diagnosis
782,914,"D1
Clinician Diagnosis",DEMUN,"Presumptive etiologic diagnosis of the 
cognitive disorder — Undetermined 
etiology",Original UDS question,v1-2,x,diagnosis
783,915,"D1
Clinician Diagnosis",DEMUNIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Undetermined etiology",Original UDS question,v1-2,x,diagnosis
784,916,"D1
Clinician Diagnosis",COGOTH,"Presumptive etiologic diagnosis of the 
cognitive disorder — Other 1 (specify)",Original UDS question,v1-3,x,diagnosis
785,917,"D1
Clinician Diagnosis",COGOTHIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other1 (specify)",Original UDS question,v1-3,x,diagnosis
786,919,"D1
Clinician Diagnosis",COGOTH2,"Presumptive etiologic diagnosis of the 
cognitive disorder — Other 2 (specify)",Original UDS question,v2-3,x,diagnosis
787,920,"D1
Clinician Diagnosis",COGOTH2F,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other 2 (specify)",Original UDS question,v2-3,x,diagnosis
788,922,"D1
Clinician Diagnosis",COGOTH3,"Presumptive etiologic diagnosis of the 
cognitive disorder — Other 3 (specify)",Original UDS question,v2-3,x,diagnosis
789,923,"D1
Clinician Diagnosis",COGOTH3F,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other 3 (specify)",Original UDS question,v2-3,x,diagnosis
790,925,"D1
Clinician Diagnosis",NACCNORM,Normal cognition at all visits to date,NACC derived variable,v1-3,x,status
791,926,"D1
Clinician Diagnosis",NACCIDEM,Incident dementia during UDS follow-up,NACC derived variable,v1-3,x,status
792,927,"D1
Clinician Diagnosis",NACCMCII,Incident MCI during UDS follow-up,NACC derived variable,v1-3,x,status
793,928,"D1
Clinician Diagnosis",NACCADMU,"Does the subject have a dominantly 
inherited AD mutation?",NACC derived variable,v3,x,genetics
794,929,"D1
Clinician Diagnosis",NACCFTDM,"Does the subject have an hereditary 
FTLD mutation?",NACC derived variable,v3,x,genetics
795,930,"D1
Clinician Diagnosis",NACCETPR,"Primary etiologic diagnosis (MCI); 
impaired, not MCI; or dementia",NACC derived variable,v1-3,x,diagnosis
796,931,"D2
Clinician-assessed Medical 
Conditions",CANCER,"Cancer present in the last 12 months 
(excluding non-melanoma skin cancer), 
primary or metastatic",Original UDS question,v3,x,reported
797,933,"D2
Clinician-assessed Medical 
Conditions",DIABET,Diabetes present at visit,Original UDS question,v3,x,reported
798,935,"D2
Clinician-assessed Medical 
Conditions",MYOINF,"Myocardial infarct present within the 
past 12 months",Original UDS question,v3,x,reported
799,936,"D2
Clinician-assessed Medical 
Conditions",CONGHRT,Congestive heart failure present,Original UDS question,v3,x,reported
800,937,"D2
Clinician-assessed Medical 
Conditions",AFIBRILL,Atrial fibrillation present,Original UDS question,v3,x,reported
801,938,"D2
Clinician-assessed Medical 
Conditions",HYPERT,Hypertension present,Original UDS question,v3,x,reported
802,939,"D2
Clinician-assessed Medical 
Conditions",ANGINA,Angina present,Original UDS question,v3,x,reported
803,940,"D2
Clinician-assessed Medical 
Conditions",HYPCHOL,Hypercholesterolemia present,Original UDS question,v3,x,reported
804,941,"D2
Clinician-assessed Medical 
Conditions",VB12DEF,B12 deficiency present,Original UDS question,v3,x,reported
805,942,"D2
Clinician-assessed Medical 
Conditions",THYDIS,Thyroid disease present,Original UDS question,v3,x,reported
806,943,"D2
Clinician-assessed Medical 
Conditions",ARTH,Arthritis present,Original UDS question,v3,x,reported
807,944,"D2
Clinician-assessed Medical 
Conditions",ARTYPE,Arthritis type,Original UDS question,v3,x,reported
808,946,"D2
Clinician-assessed Medical 
Conditions",ARTUPEX,"Arthritis region affected — upper 
extremity",Original UDS question,v3,x,reported
809,947,"D2
Clinician-assessed Medical 
Conditions",ARTLOEX,"Arthritis region affected — lower 
extremity",Original UDS question,v3,x,reported
810,948,"D2
Clinician-assessed Medical 
Conditions",ARTSPIN,Arthritis region affected — spine,Original UDS question,v3,x,reported
811,949,"D2
Clinician-assessed Medical 
Conditions",ARTUNKN,Arthritis region affected — unknown,Original UDS question,v3,x,reported
812,950,"D2
Clinician-assessed Medical 
Conditions",URINEINC,Incontinence present — urinary,Original UDS question,v3,x,reported
813,951,"D2
Clinician-assessed Medical 
Conditions",BOWLINC,Incontinence present — bowel,Original UDS question,v3,x,reported
814,952,"D2
Clinician-assessed Medical 
Conditions",SLEEPAP,Sleep apnea present,Original UDS question,v3,x,reported
815,953,"D2
Clinician-assessed Medical 
Conditions",REMDIS,"REM sleep behavior disorder (RBD) 
present",Original UDS question,v3,x,reported
816,954,"D2
Clinician-assessed Medical 
Conditions",HYPOSOM,Hyposomnia/insomnia present,Original UDS question,v3,x,reported
817,955,"D2
Clinician-assessed Medical 
Conditions",SLEEPOTH,Other sleep disorder present,Original UDS question,v3,x,reported
818,957,"D2
Clinician-assessed Medical 
Conditions",ANGIOCP,"Carotid procedure: angioplasty, 
endarterectomy, or stent within the past 
12 months",Original UDS question,v3,x,reported
819,958,"D2
Clinician-assessed Medical 
Conditions",ANGIOPCI,"Percutaneous coronary intervention: 
angioplasty and/or stent within the past 
12 months",Original UDS question,v3,x,reported
820,960,"D2
Clinician-assessed Medical 
Conditions",PACEMAKE,"Procedure: pacemaker and/or 
defibrillator within the past 12 months",Original UDS question,v3,x,reported
821,961,"D2
Clinician-assessed Medical 
Conditions",HVALVE,"Procedure: heart valve replacement or 
repair within the past 12 months",Original UDS question,v3,x,reported
822,962,"D2
Clinician-assessed Medical 
Conditions",ANTIENC,"Antibody-mediated encephalopathy 
within the past 12 months",Original UDS question,v3,x,reported
823,964,"D2
Clinician-assessed Medical 
Conditions",OTHCOND,"Other medical conditions or procedures 
within the past 12 months not listed 
above",Original UDS question,v3,x,reported
833,47,,NACCAPOE,APOE genotype,Numeric cross-sectional,NACC derived,x,reported
834,50,,NACCNE4S,Number of APOE e4 alleles,Numeric cross-sectional,NACC derived,x,reported
839,3,,MOCBTOTS,,,,x,test
840,4,,REY1REC,,,,x,test
841,5,,REY1INT,,,,x,test
842,6,,REY2REC,,,,x,test
843,7,,REY2INT,,,,x,test
844,8,,REY3REC,,,,x,test
845,9,,REY3INT,,,,x,test
846,10,,REY4REC,,,,x,test
847,11,,REY4INT,,,,x,test
848,12,,REY5REC,,,,x,test
849,13,,REY5INT,,,,x,test
850,14,,REY6REC,,,,x,test
851,15,,REY6INT,,,,x,test
852,16,,OTRAILA,,,,x,test
853,17,,OTRLARR,,,,x,test
854,18,,OTRLALI,,,,x,test
855,19,,OTRAILB,,,,x,test
856,20,,OTRLBRR,,,,x,test
857,21,,OTRLBLI,,,,x,test
858,22,,REYDREC,,,,x,test
859,23,,REYDINT,,,,x,test
860,24,,REYTCOR,,,,x,test
861,25,,REYFPOS,,,,x,test
862,26,,VNTTOTW,,,,x,test
863,27,,VNTPCNC,,,,x,test
874,38,,NACCMOCB,,,,x,test
